time,trial
84.572742,1
84.581274,2
84.593993,3
84.583319,4
84.698950,5
84.545904,6
84.644725,7
84.634331,8
84.528521,9
84.610128,10
84.519913,11
84.550192,12
84.663107,13
84.677170,14
84.566325,15
