time,trial
14.749471,1
15.401331,2
17.604354,3
17.558616,4
17.600268,5
17.619585,6
17.606853,7
17.634421,8
17.635465,9
17.922514,10
17.753380,11
17.667651,12
17.668757,13
17.734824,14
17.699111,15
