time,trial
57.425426,1
59.369378,2
59.431800,3
59.321838,4
59.327032,5
59.392822,6
59.393997,7
59.343881,8
59.305201,9
59.389018,10
59.536129,11
60.344290,12
60.775522,13
60.834897,14
60.836930,15
