time,trial
8.580491,1
9.037760,2
10.261547,3
10.400576,4
10.385357,5
10.386499,6
10.388799,7
10.394424,8
10.399058,9
10.396162,10
10.397254,11
10.393501,12
10.394857,13
10.394776,14
10.308164,15
