time,trial
0.035684,1
0.034330,2
0.032780,3
0.034621,4
0.034719,5
0.034770,6
0.034588,7
0.034261,8
0.034440,9
0.034259,10
0.034405,11
0.034926,12
0.033331,13
0.032343,14
0.035031,15
